,Phase,AUC,F1_C0,F1_C1,MSE,Prec_C0,Prec_C1,Recal_C0,Recal_C1,LemmVsStem,TrValRatio,nGrams,Balanced,Vocabulary,Time,Ratio,nFeats
6,Tr-GaussianNB,0.8029999999999999,0.974,0.654,0.048,0.971,0.68,0.977,0.629,0,0.3,2,True,False,4.0,1:1,2500
7,Val-GaussianNB,0.857,0.979,0.716,0.038,0.981,0.698,0.978,0.735,0,0.3,2,True,False,4.0,1:1,2500
8,Tr-AdaBoostClassifier,0.784,0.979,0.6759999999999999,0.04,0.968,0.813,0.99,0.578,0,0.3,2,True,False,63.7,1:1,2500
9,Val-AdaBoostClassifier,0.7879999999999999,0.983,0.698,0.033,0.971,0.873,0.994,0.5820000000000001,0,0.3,2,True,False,63.7,1:1,2500
10,Val Soft,0.825,0.985,0.7490000000000001,0.029,0.976,0.873,0.993,0.6559999999999999,0,0.3,2,True,False,8.7,1:1,2500
11,Val Hard,0.797,0.984,0.72,0.031,0.972,0.904,0.996,0.598,0,0.3,2,True,False,8.5,1:1,2500
0,Tr-RandomForestClassifier,0.7340000000000001,0.977,0.611,0.044,0.961,0.858,0.994,0.474,1,0.3,2,True,False,14.4,1:1,2500
1,Val-RandomForestClassifier,0.768,0.98,0.6559999999999999,0.038,0.969,0.8240000000000001,0.992,0.545,1,0.3,2,True,False,14.4,1:1,2500
2,Tr-DecisionTreeClassifier,0.802,0.977,0.6729999999999999,0.043,0.971,0.735,0.983,0.621,1,0.3,2,True,False,46.9,1:1,2500
3,Val-DecisionTreeClassifier,0.823,0.981,0.706,0.036000000000000004,0.976,0.758,0.985,0.6609999999999999,1,0.3,2,True,False,46.9,1:1,2500
4,Tr-SGDClassifier,0.6559999999999999,0.973,0.471,0.051,0.949,0.933,0.998,0.315,1,0.3,2,True,False,3.1,1:1,2500
5,Val-SGDClassifier,0.736,0.98,0.621,0.038,0.964,0.8909999999999999,0.996,0.476,1,0.3,2,True,False,3.1,1:1,2500
6,Tr-GaussianNB,0.805,0.974,0.6559999999999999,0.048,0.972,0.68,0.977,0.634,1,0.3,2,True,False,5.0,1:1,2500
7,Val-GaussianNB,0.868,0.978,0.713,0.04,0.983,0.67,0.974,0.762,1,0.3,2,True,False,5.0,1:1,2500
8,Tr-AdaBoostClassifier,0.797,0.98,0.6990000000000001,0.037000000000000005,0.97,0.831,0.991,0.602,1,0.3,2,True,False,70.2,1:1,2500
9,Val-AdaBoostClassifier,0.772,0.981,0.667,0.036000000000000004,0.969,0.846,0.993,0.55,1,0.3,2,True,False,70.2,1:1,2500
10,Val Soft,0.8320000000000001,0.985,0.758,0.028,0.977,0.87,0.993,0.672,1,0.3,2,True,False,9.7,1:1,2500
11,Val Hard,0.8170000000000001,0.985,0.747,0.029,0.975,0.8959999999999999,0.995,0.64,1,0.3,2,True,False,9.6,1:1,2500
0,Tr-RandomForestClassifier,0.7240000000000001,0.977,0.598,0.044,0.959,0.8759999999999999,0.995,0.453,2,0.3,2,True,False,13.7,1:1,2500
1,Val-RandomForestClassifier,0.7509999999999999,0.98,0.638,0.038,0.966,0.857,0.994,0.508,2,0.3,2,True,False,13.7,1:1,2500
2,Tr-DecisionTreeClassifier,0.816,0.978,0.696,0.041,0.973,0.7509999999999999,0.983,0.648,2,0.3,2,True,False,46.5,1:1,2500
3,Val-DecisionTreeClassifier,0.8240000000000001,0.982,0.716,0.034,0.976,0.7809999999999999,0.987,0.6609999999999999,2,0.3,2,True,False,46.5,1:1,2500
4,Tr-SGDClassifier,0.6579999999999999,0.973,0.473,0.051,0.95,0.933,0.998,0.317,2,0.3,2,True,False,3.1,1:1,2500
5,Val-SGDClassifier,0.733,0.98,0.616,0.039,0.964,0.89,0.996,0.471,2,0.3,2,True,False,3.1,1:1,2500
6,Tr-GaussianNB,0.8029999999999999,0.974,0.653,0.048,0.971,0.679,0.977,0.629,2,0.3,2,True,False,3.8,1:1,2500
7,Val-GaussianNB,0.868,0.978,0.715,0.04,0.983,0.6729999999999999,0.974,0.762,2,0.3,2,True,False,3.8,1:1,2500
8,Tr-AdaBoostClassifier,0.7909999999999999,0.979,0.688,0.039,0.969,0.8220000000000001,0.99,0.5920000000000001,2,0.3,2,True,False,64.5,1:1,2500
9,Val-AdaBoostClassifier,0.772,0.981,0.667,0.036000000000000004,0.969,0.846,0.993,0.55,2,0.3,2,True,False,64.5,1:1,2500
10,Val Soft,0.841,0.986,0.7759999999999999,0.026,0.978,0.89,0.994,0.688,2,0.3,2,True,False,8.8,1:1,2500
11,Val Hard,0.802,0.984,0.726,0.03,0.973,0.898,0.995,0.608,2,0.3,2,True,False,8.6,1:1,2500
0,Tr-RandomForestClassifier,0.693,0.975,0.539,0.048,0.955,0.879,0.996,0.389,0,0.3,3,True,False,12.4,1:1,2500
1,Val-RandomForestClassifier,0.6940000000000001,0.977,0.542,0.043,0.959,0.8809999999999999,0.996,0.392,0,0.3,3,True,False,12.4,1:1,2500
2,Tr-DecisionTreeClassifier,0.802,0.979,0.695,0.039,0.971,0.795,0.988,0.617,0,0.3,3,True,False,20.3,1:1,2500
3,Val-DecisionTreeClassifier,0.768,0.978,0.632,0.042,0.969,0.743,0.987,0.55,0,0.3,3,True,False,20.3,1:1,2500
4,Tr-SGDClassifier,0.596,0.969,0.321,0.059,0.941,0.959,0.999,0.193,0,0.3,3,True,False,3.2,1:1,2500
5,Val-SGDClassifier,0.7120000000000001,0.978,0.5770000000000001,0.041,0.961,0.88,0.996,0.429,0,0.3,3,True,False,3.2,1:1,2500
6,Tr-GaussianNB,0.8270000000000001,0.982,0.741,0.033,0.974,0.838,0.99,0.665,0,0.3,3,True,False,4.1,1:1,2500
7,Val-GaussianNB,0.8240000000000001,0.979,0.687,0.04,0.977,0.708,0.981,0.667,0,0.3,3,True,False,4.1,1:1,2500
8,Tr-AdaBoostClassifier,0.7859999999999999,0.979,0.682,0.039,0.968,0.8240000000000001,0.99,0.5820000000000001,0,0.3,3,True,False,63.4,1:1,2500
9,Val-AdaBoostClassifier,0.785,0.982,0.6940000000000001,0.033,0.971,0.872,0.994,0.5770000000000001,0,0.3,3,True,False,63.4,1:1,2500
10,Val Soft,0.778,0.982,0.684,0.034,0.97,0.8759999999999999,0.994,0.561,0,0.3,3,True,False,7.1,1:1,2500
11,Val Hard,0.7759999999999999,0.983,0.691,0.033,0.97,0.913,0.996,0.556,0,0.3,3,True,False,6.8,1:1,2500
0,Tr-RandomForestClassifier,0.684,0.974,0.519,0.05,0.953,0.857,0.995,0.373,1,0.3,3,True,False,11.9,1:1,2500
1,Val-RandomForestClassifier,0.7170000000000001,0.978,0.585,0.041,0.962,0.8740000000000001,0.996,0.439,1,0.3,3,True,False,11.9,1:1,2500
2,Tr-DecisionTreeClassifier,0.787,0.978,0.6709999999999999,0.041,0.968,0.7859999999999999,0.988,0.586,1,0.3,3,True,False,19.5,1:1,2500
3,Val-DecisionTreeClassifier,0.794,0.981,0.685,0.036000000000000004,0.972,0.8009999999999999,0.99,0.598,1,0.3,3,True,False,19.5,1:1,2500
4,Tr-SGDClassifier,0.608,0.97,0.354,0.057,0.943,0.946,0.999,0.217,1,0.3,3,True,False,3.1,1:1,2500
5,Val-SGDClassifier,0.715,0.979,0.584,0.041,0.962,0.8909999999999999,0.996,0.434,1,0.3,3,True,False,3.1,1:1,2500
6,Tr-GaussianNB,0.828,0.982,0.7440000000000001,0.033,0.975,0.841,0.99,0.667,1,0.3,3,True,False,3.9,1:1,2500
7,Val-GaussianNB,0.81,0.977,0.6609999999999999,0.043,0.975,0.684,0.979,0.64,1,0.3,3,True,False,3.9,1:1,2500
8,Tr-AdaBoostClassifier,0.789,0.979,0.687,0.039,0.969,0.826,0.99,0.588,1,0.3,3,True,False,63.0,1:1,2500
9,Val-AdaBoostClassifier,0.7909999999999999,0.983,0.703,0.033,0.972,0.8740000000000001,0.994,0.5870000000000001,1,0.3,3,True,False,63.0,1:1,2500
10,Val Soft,0.7959999999999999,0.983,0.715,0.031,0.972,0.89,0.995,0.598,1,0.3,3,True,False,7.2,1:1,2500
11,Val Hard,0.789,0.984,0.7120000000000001,0.031,0.971,0.917,0.996,0.5820000000000001,1,0.3,3,True,False,7.1,1:1,2500
0,Tr-RandomForestClassifier,0.69,0.975,0.535,0.048,0.954,0.877,0.996,0.385,2,0.3,3,True,False,12.5,1:1,2500
1,Val-RandomForestClassifier,0.706,0.977,0.56,0.043,0.96,0.8490000000000001,0.995,0.418,2,0.3,3,True,False,12.5,1:1,2500
2,Tr-DecisionTreeClassifier,0.77,0.977,0.6459999999999999,0.044,0.966,0.778,0.988,0.5529999999999999,2,0.3,3,True,False,19.7,1:1,2500
3,Val-DecisionTreeClassifier,0.799,0.981,0.693,0.035,0.973,0.804,0.99,0.608,2,0.3,3,True,False,19.7,1:1,2500
4,Tr-SGDClassifier,0.608,0.97,0.354,0.057,0.943,0.946,0.999,0.217,2,0.3,3,True,False,3.1,1:1,2500
5,Val-SGDClassifier,0.715,0.979,0.584,0.041,0.962,0.8909999999999999,0.996,0.434,2,0.3,3,True,False,3.1,1:1,2500
6,Tr-GaussianNB,0.828,0.982,0.7440000000000001,0.033,0.975,0.841,0.99,0.667,2,0.3,3,True,False,3.8,1:1,2500
7,Val-GaussianNB,0.81,0.977,0.6609999999999999,0.043,0.975,0.684,0.979,0.64,2,0.3,3,True,False,3.8,1:1,2500
8,Tr-AdaBoostClassifier,0.7859999999999999,0.979,0.684,0.039,0.968,0.8290000000000001,0.991,0.5820000000000001,2,0.3,3,True,False,62.8,1:1,2500
9,Val-AdaBoostClassifier,0.7909999999999999,0.983,0.703,0.033,0.972,0.8740000000000001,0.994,0.5870000000000001,2,0.3,3,True,False,62.8,1:1,2500
10,Val Soft,0.7959999999999999,0.983,0.715,0.031,0.972,0.89,0.995,0.598,2,0.3,3,True,False,7.0,1:1,2500
11,Val Hard,0.7759999999999999,0.983,0.6890000000000001,0.033,0.97,0.905,0.996,0.556,2,0.3,3,True,False,6.7,1:1,2500
0,Tr-RandomForestClassifier,0.785,0.98,0.691,0.037000000000000005,0.968,0.861,0.993,0.578,0,0.3,1,True,False,16.4,1:1,2650
1,Val-RandomForestClassifier,0.802,0.982,0.705,0.034,0.973,0.8290000000000001,0.991,0.614,0,0.3,1,True,False,16.4,1:1,2650
2,Tr-DecisionTreeClassifier,0.828,0.978,0.708,0.04,0.975,0.7440000000000001,0.982,0.675,0,0.3,1,True,False,79.1,1:1,2650
3,Val-DecisionTreeClassifier,0.867,0.983,0.755,0.032,0.983,0.759,0.983,0.7509999999999999,0,0.3,1,True,False,79.1,1:1,2650
4,Tr-SGDClassifier,0.721,0.977,0.598,0.043,0.959,0.911,0.997,0.445,0,0.3,1,True,False,5.5,1:1,2650
5,Val-SGDClassifier,0.764,0.981,0.66,0.036000000000000004,0.968,0.863,0.994,0.534,0,0.3,1,True,False,5.5,1:1,2650
6,Tr-GaussianNB,0.816,0.922,0.445,0.13699999999999998,0.979,0.314,0.871,0.762,0,0.3,1,True,False,6.9,1:1,2650
7,Val-GaussianNB,0.831,0.917,0.421,0.145,0.984,0.285,0.858,0.804,0,0.3,1,True,False,6.9,1:1,2650
8,Tr-AdaBoostClassifier,0.7829999999999999,0.979,0.6809999999999999,0.039,0.968,0.8320000000000001,0.991,0.5760000000000001,0,0.3,1,True,False,70.6,1:1,2650
9,Val-AdaBoostClassifier,0.779,0.981,0.675,0.036000000000000004,0.97,0.836,0.992,0.5660000000000001,0,0.3,1,True,False,70.6,1:1,2650
10,Val Soft,0.868,0.986,0.7879999999999999,0.026,0.982,0.8340000000000001,0.99,0.746,0,0.3,1,True,False,11.0,1:1,2650
11,Val Hard,0.828,0.985,0.758,0.028,0.977,0.887,0.994,0.6609999999999999,0,0.3,1,True,False,11.3,1:1,2650
0,Tr-RandomForestClassifier,0.7809999999999999,0.98,0.6890000000000001,0.037000000000000005,0.967,0.878,0.994,0.5670000000000001,1,0.3,1,True,False,16.6,1:1,2650
1,Val-RandomForestClassifier,0.8029999999999999,0.983,0.716,0.032,0.973,0.8590000000000001,0.993,0.614,1,0.3,1,True,False,16.6,1:1,2650
2,Tr-DecisionTreeClassifier,0.828,0.978,0.7070000000000001,0.04,0.975,0.743,0.982,0.675,1,0.3,1,True,False,77.0,1:1,2650
3,Val-DecisionTreeClassifier,0.836,0.981,0.722,0.035,0.978,0.76,0.985,0.688,1,0.3,1,True,False,77.0,1:1,2650
4,Tr-SGDClassifier,0.725,0.977,0.605,0.043,0.959,0.909,0.996,0.453,1,0.3,1,True,False,5.7,1:1,2650
5,Val-SGDClassifier,0.764,0.981,0.662,0.036000000000000004,0.968,0.871,0.994,0.534,1,0.3,1,True,False,5.7,1:1,2650
6,Tr-GaussianNB,0.8140000000000001,0.912,0.422,0.153,0.98,0.29,0.853,0.774,1,0.3,1,True,False,7.1,1:1,2650
7,Val-GaussianNB,0.8170000000000001,0.903,0.386,0.16699999999999998,0.983,0.254,0.835,0.799,1,0.3,1,True,False,7.1,1:1,2650
8,Tr-AdaBoostClassifier,0.799,0.98,0.696,0.038,0.97,0.812,0.989,0.609,1,0.3,1,True,False,70.4,1:1,2650
9,Val-AdaBoostClassifier,0.769,0.981,0.665,0.036000000000000004,0.969,0.851,0.993,0.545,1,0.3,1,True,False,70.4,1:1,2650
10,Val Soft,0.85,0.986,0.777,0.027000000000000003,0.98,0.8590000000000001,0.992,0.7090000000000001,1,0.3,1,True,False,11.4,1:1,2650
11,Val Hard,0.825,0.985,0.758,0.027000000000000003,0.976,0.899,0.995,0.6559999999999999,1,0.3,1,True,False,11.3,1:1,2650
0,Tr-RandomForestClassifier,0.769,0.98,0.6709999999999999,0.038,0.966,0.8740000000000001,0.994,0.545,2,0.3,1,True,False,17.7,1:1,2650
1,Val-RandomForestClassifier,0.757,0.981,0.6509999999999999,0.037000000000000005,0.967,0.875,0.995,0.519,2,0.3,1,True,False,17.7,1:1,2650
2,Tr-DecisionTreeClassifier,0.828,0.979,0.71,0.04,0.975,0.752,0.983,0.6729999999999999,2,0.3,1,True,False,79.1,1:1,2650
3,Val-DecisionTreeClassifier,0.83,0.982,0.726,0.033,0.977,0.789,0.987,0.672,2,0.3,1,True,False,79.1,1:1,2650
4,Tr-SGDClassifier,0.726,0.978,0.608,0.042,0.959,0.913,0.997,0.455,2,0.3,1,True,False,7.8,1:1,2650
5,Val-SGDClassifier,0.762,0.981,0.6579999999999999,0.036000000000000004,0.968,0.87,0.994,0.529,2,0.3,1,True,False,7.8,1:1,2650
6,Tr-GaussianNB,0.813,0.912,0.421,0.153,0.98,0.289,0.853,0.774,2,0.3,1,True,False,9.3,1:1,2650
7,Val-GaussianNB,0.8170000000000001,0.903,0.386,0.16699999999999998,0.983,0.255,0.835,0.799,2,0.3,1,True,False,9.3,1:1,2650
8,Tr-AdaBoostClassifier,0.8,0.98,0.698,0.038,0.97,0.815,0.989,0.611,2,0.3,1,True,False,72.3,1:1,2650
9,Val-AdaBoostClassifier,0.77,0.981,0.669,0.035,0.969,0.866,0.994,0.545,2,0.3,1,True,False,72.3,1:1,2650
10,Val Soft,0.836,0.986,0.769,0.027000000000000003,0.978,0.889,0.994,0.677,2,0.3,1,True,False,11.7,1:1,2650
11,Val Hard,0.7909999999999999,0.983,0.7090000000000001,0.032,0.972,0.895,0.995,0.5870000000000001,2,0.3,1,True,False,11.4,1:1,2650
0,Tr-RandomForestClassifier,0.728,0.977,0.606,0.043,0.96,0.8809999999999999,0.995,0.462,0,0.3,2,True,False,16.5,1:1,2650
1,Val-RandomForestClassifier,0.741,0.98,0.626,0.038,0.965,0.8759999999999999,0.995,0.487,0,0.3,2,True,False,16.5,1:1,2650
2,Tr-DecisionTreeClassifier,0.813,0.978,0.69,0.042,0.973,0.742,0.983,0.644,0,0.3,2,True,False,54.7,1:1,2650
3,Val-DecisionTreeClassifier,0.8170000000000001,0.98,0.693,0.038,0.976,0.741,0.984,0.6509999999999999,0,0.3,2,True,False,54.7,1:1,2650
4,Tr-SGDClassifier,0.644,0.973,0.444,0.052000000000000005,0.948,0.952,0.999,0.29,0,0.3,2,True,False,5.5,1:1,2650
5,Val-SGDClassifier,0.726,0.98,0.606,0.039,0.963,0.905,0.997,0.455,0,0.3,2,True,False,5.5,1:1,2650
6,Tr-GaussianNB,0.805,0.974,0.6509999999999999,0.049,0.972,0.67,0.976,0.634,0,0.3,2,True,False,6.8,1:1,2650
7,Val-GaussianNB,0.866,0.979,0.7190000000000001,0.039,0.983,0.684,0.975,0.757,0,0.3,2,True,False,6.8,1:1,2650
8,Tr-AdaBoostClassifier,0.7829999999999999,0.979,0.6729999999999999,0.04,0.968,0.81,0.99,0.5760000000000001,0,0.3,2,True,False,70.2,1:1,2650
9,Val-AdaBoostClassifier,0.7879999999999999,0.983,0.698,0.033,0.971,0.873,0.994,0.5820000000000001,0,0.3,2,True,False,70.2,1:1,2650
10,Val Soft,0.831,0.986,0.764,0.027000000000000003,0.977,0.894,0.994,0.667,0,0.3,2,True,False,9.6,1:1,2650
11,Val Hard,0.807,0.984,0.731,0.03,0.974,0.893,0.995,0.619,0,0.3,2,True,False,9.3,1:1,2650
0,Tr-RandomForestClassifier,0.736,0.977,0.617,0.043,0.961,0.868,0.994,0.478,1,0.3,2,True,False,17.1,1:1,2650
1,Val-RandomForestClassifier,0.7609999999999999,0.981,0.654,0.037000000000000005,0.968,0.855,0.994,0.529,1,0.3,2,True,False,17.1,1:1,2650
2,Tr-DecisionTreeClassifier,0.8140000000000001,0.978,0.693,0.041,0.973,0.7490000000000001,0.983,0.644,1,0.3,2,True,False,54.5,1:1,2650
3,Val-DecisionTreeClassifier,0.818,0.98,0.6970000000000001,0.037000000000000005,0.976,0.75,0.985,0.6509999999999999,1,0.3,2,True,False,54.5,1:1,2650
4,Tr-SGDClassifier,0.6559999999999999,0.973,0.471,0.051,0.949,0.933,0.998,0.315,1,0.3,2,True,False,5.4,1:1,2650
5,Val-SGDClassifier,0.733,0.98,0.616,0.039,0.964,0.89,0.996,0.471,1,0.3,2,True,False,5.4,1:1,2650
6,Tr-GaussianNB,0.805,0.973,0.649,0.049,0.972,0.6629999999999999,0.975,0.636,1,0.3,2,True,False,7.0,1:1,2650
7,Val-GaussianNB,0.868,0.978,0.711,0.041,0.983,0.667,0.973,0.762,1,0.3,2,True,False,7.0,1:1,2650
8,Tr-AdaBoostClassifier,0.797,0.98,0.6990000000000001,0.037000000000000005,0.97,0.831,0.991,0.602,1,0.3,2,True,False,70.5,1:1,2650
9,Val-AdaBoostClassifier,0.769,0.981,0.662,0.037000000000000005,0.969,0.8440000000000001,0.993,0.545,1,0.3,2,True,False,70.5,1:1,2650
10,Val Soft,0.843,0.986,0.775,0.026,0.979,0.879,0.993,0.693,1,0.3,2,True,False,9.8,1:1,2650
11,Val Hard,0.802,0.984,0.726,0.03,0.973,0.898,0.995,0.608,1,0.3,2,True,False,10.0,1:1,2650
0,Tr-RandomForestClassifier,0.7340000000000001,0.977,0.614,0.043,0.961,0.871,0.995,0.474,2,0.3,2,True,False,15.9,1:1,2650
1,Val-RandomForestClassifier,0.745,0.979,0.625,0.039,0.966,0.8390000000000001,0.993,0.4970000000000001,2,0.3,2,True,False,15.9,1:1,2650
2,Tr-DecisionTreeClassifier,0.805,0.978,0.682,0.042,0.971,0.7509999999999999,0.984,0.625,2,0.3,2,True,False,53.2,1:1,2650
3,Val-DecisionTreeClassifier,0.8140000000000001,0.982,0.708,0.035,0.975,0.7909999999999999,0.988,0.64,2,0.3,2,True,False,53.2,1:1,2650
4,Tr-SGDClassifier,0.6579999999999999,0.973,0.473,0.051,0.95,0.933,0.998,0.317,2,0.3,2,True,False,5.5,1:1,2650
5,Val-SGDClassifier,0.733,0.98,0.616,0.039,0.964,0.89,0.996,0.471,2,0.3,2,True,False,5.5,1:1,2650
6,Tr-GaussianNB,0.8059999999999999,0.973,0.649,0.05,0.972,0.6609999999999999,0.975,0.638,2,0.3,2,True,False,6.7,1:1,2650
7,Val-GaussianNB,0.865,0.978,0.706,0.041,0.983,0.662,0.973,0.757,2,0.3,2,True,False,6.7,1:1,2650
8,Tr-AdaBoostClassifier,0.7909999999999999,0.979,0.688,0.039,0.969,0.8220000000000001,0.99,0.5920000000000001,2,0.3,2,True,False,70.8,1:1,2650
9,Val-AdaBoostClassifier,0.769,0.981,0.662,0.037000000000000005,0.969,0.8440000000000001,0.993,0.545,2,0.3,2,True,False,70.8,1:1,2650
10,Val Soft,0.831,0.986,0.764,0.027000000000000003,0.977,0.894,0.994,0.667,2,0.3,2,True,False,9.6,1:1,2650
11,Val Hard,0.807,0.984,0.7340000000000001,0.03,0.974,0.9,0.995,0.619,2,0.3,2,True,False,9.4,1:1,2650
0,Tr-RandomForestClassifier,0.6759999999999999,0.974,0.508,0.05,0.952,0.887,0.996,0.35600000000000004,0,0.3,3,True,False,14.4,1:1,2650
1,Val-RandomForestClassifier,0.701,0.977,0.552,0.043,0.96,0.856,0.995,0.407,0,0.3,3,True,False,14.4,1:1,2650
2,Tr-DecisionTreeClassifier,0.804,0.979,0.6940000000000001,0.039,0.971,0.787,0.987,0.621,0,0.3,3,True,False,23.7,1:1,2650
3,Val-DecisionTreeClassifier,0.773,0.978,0.637,0.042,0.97,0.736,0.986,0.561,0,0.3,3,True,False,23.7,1:1,2650
4,Tr-SGDClassifier,0.596,0.969,0.321,0.059,0.941,0.959,0.999,0.193,0,0.3,3,True,False,5.4,1:1,2650
5,Val-SGDClassifier,0.7120000000000001,0.978,0.5770000000000001,0.041,0.961,0.88,0.996,0.429,0,0.3,3,True,False,5.4,1:1,2650
6,Tr-GaussianNB,0.825,0.982,0.737,0.034,0.974,0.833,0.99,0.66,0,0.3,3,True,False,6.5,1:1,2650
7,Val-GaussianNB,0.823,0.978,0.6809999999999999,0.041,0.977,0.696,0.98,0.667,0,0.3,3,True,False,6.5,1:1,2650
8,Tr-AdaBoostClassifier,0.7859999999999999,0.979,0.682,0.039,0.968,0.8240000000000001,0.99,0.5820000000000001,0,0.3,3,True,False,70.0,1:1,2650
9,Val-AdaBoostClassifier,0.785,0.982,0.6940000000000001,0.033,0.971,0.872,0.994,0.5770000000000001,0,0.3,3,True,False,70.0,1:1,2650
10,Val Soft,0.777,0.982,0.682,0.034,0.97,0.8690000000000001,0.994,0.561,0,0.3,3,True,False,7.9,1:1,2650
11,Val Hard,0.765,0.982,0.669,0.035,0.968,0.894,0.996,0.534,0,0.3,3,True,False,7.6,1:1,2650
0,Tr-RandomForestClassifier,0.679,0.974,0.512,0.05,0.953,0.875,0.996,0.362,1,0.3,3,True,False,14.3,1:1,2650
1,Val-RandomForestClassifier,0.7020000000000001,0.978,0.5579999999999999,0.042,0.96,0.885,0.996,0.407,1,0.3,3,True,False,14.3,1:1,2650
2,Tr-DecisionTreeClassifier,0.7809999999999999,0.978,0.6629999999999999,0.042,0.968,0.785,0.988,0.573,1,0.3,3,True,False,23.2,1:1,2650
3,Val-DecisionTreeClassifier,0.775,0.98,0.6579999999999999,0.038,0.97,0.797,0.99,0.561,1,0.3,3,True,False,23.2,1:1,2650
4,Tr-SGDClassifier,0.609,0.97,0.35600000000000004,0.057,0.943,0.946,0.999,0.219,1,0.3,3,True,False,5.5,1:1,2650
5,Val-SGDClassifier,0.7120000000000001,0.978,0.579,0.041,0.961,0.89,0.996,0.429,1,0.3,3,True,False,5.5,1:1,2650
6,Tr-GaussianNB,0.825,0.982,0.735,0.034,0.974,0.8290000000000001,0.989,0.66,1,0.3,3,True,False,6.5,1:1,2650
7,Val-GaussianNB,0.8170000000000001,0.977,0.665,0.043,0.976,0.674,0.978,0.6559999999999999,1,0.3,3,True,False,6.5,1:1,2650
8,Tr-AdaBoostClassifier,0.7879999999999999,0.979,0.6859999999999999,0.039,0.969,0.8270000000000001,0.991,0.586,1,0.3,3,True,False,68.3,1:1,2650
9,Val-AdaBoostClassifier,0.7909999999999999,0.983,0.703,0.033,0.972,0.8740000000000001,0.994,0.5870000000000001,1,0.3,3,True,False,68.3,1:1,2650
10,Val Soft,0.7859999999999999,0.983,0.6990000000000001,0.033,0.971,0.8859999999999999,0.995,0.5770000000000001,1,0.3,3,True,False,7.7,1:1,2650
11,Val Hard,0.773,0.982,0.682,0.034,0.969,0.897,0.996,0.55,1,0.3,3,True,False,7.5,1:1,2650
0,Tr-RandomForestClassifier,0.71,0.976,0.574,0.045,0.957,0.887,0.996,0.424,2,0.3,3,True,False,16.0,1:1,2650
1,Val-RandomForestClassifier,0.718,0.979,0.593,0.04,0.962,0.912,0.997,0.439,2,0.3,3,True,False,16.0,1:1,2650
2,Tr-DecisionTreeClassifier,0.782,0.978,0.665,0.042,0.968,0.7879999999999999,0.988,0.5760000000000001,2,0.3,3,True,False,23.1,1:1,2650
3,Val-DecisionTreeClassifier,0.818,0.983,0.726,0.032,0.975,0.83,0.991,0.6459999999999999,2,0.3,3,True,False,23.1,1:1,2650
4,Tr-SGDClassifier,0.609,0.97,0.35600000000000004,0.057,0.943,0.946,0.999,0.219,2,0.3,3,True,False,5.7,1:1,2650
5,Val-SGDClassifier,0.7120000000000001,0.978,0.579,0.041,0.961,0.89,0.996,0.429,2,0.3,3,True,False,5.7,1:1,2650
6,Tr-GaussianNB,0.825,0.982,0.736,0.034,0.974,0.831,0.99,0.66,2,0.3,3,True,False,6.5,1:1,2650
7,Val-GaussianNB,0.8140000000000001,0.977,0.6609999999999999,0.044,0.975,0.672,0.978,0.6509999999999999,2,0.3,3,True,False,6.5,1:1,2650
8,Tr-AdaBoostClassifier,0.787,0.979,0.684,0.039,0.968,0.8270000000000001,0.991,0.584,2,0.3,3,True,False,68.9,1:1,2650
9,Val-AdaBoostClassifier,0.7909999999999999,0.983,0.703,0.033,0.972,0.8740000000000001,0.994,0.5870000000000001,2,0.3,3,True,False,68.9,1:1,2650
10,Val Soft,0.807,0.985,0.736,0.029,0.974,0.907,0.996,0.619,2,0.3,3,True,False,7.8,1:1,2650
11,Val Hard,0.7809999999999999,0.983,0.6990000000000001,0.032,0.97,0.915,0.996,0.5660000000000001,2,0.3,3,True,False,7.6,1:1,2650
0,Tr-RandomForestClassifier,0.778,0.98,0.682,0.038,0.967,0.863,0.993,0.563,0,0.3,1,True,False,17.5,1:1,2800
1,Val-RandomForestClassifier,0.7979999999999999,0.982,0.7040000000000001,0.033,0.973,0.8440000000000001,0.992,0.603,0,0.3,1,True,False,17.5,1:1,2800
2,Tr-DecisionTreeClassifier,0.8340000000000001,0.98,0.722,0.038,0.976,0.763,0.983,0.685,0,0.3,1,True,False,83.6,1:1,2800
3,Val-DecisionTreeClassifier,0.852,0.983,0.745,0.032,0.98,0.773,0.985,0.72,0,0.3,1,True,False,83.6,1:1,2800
4,Tr-SGDClassifier,0.721,0.977,0.598,0.043,0.959,0.911,0.997,0.445,0,0.3,1,True,False,5.7,1:1,2800
5,Val-SGDClassifier,0.764,0.981,0.662,0.036000000000000004,0.968,0.871,0.994,0.534,0,0.3,1,True,False,5.7,1:1,2800
6,Tr-GaussianNB,0.815,0.922,0.444,0.13699999999999998,0.979,0.313,0.871,0.76,0,0.3,1,True,False,7.7,1:1,2800
7,Val-GaussianNB,0.831,0.919,0.4270000000000001,0.141,0.984,0.29100000000000004,0.863,0.799,0,0.3,1,True,False,7.7,1:1,2800
8,Tr-AdaBoostClassifier,0.7809999999999999,0.979,0.674,0.04,0.968,0.821,0.99,0.5710000000000001,0,0.3,1,True,False,75.2,1:1,2800
9,Val-AdaBoostClassifier,0.7709999999999999,0.981,0.662,0.037000000000000005,0.969,0.8320000000000001,0.992,0.55,0,0.3,1,True,False,75.2,1:1,2800
10,Val Soft,0.871,0.987,0.7979999999999999,0.025,0.983,0.85,0.991,0.7509999999999999,0,0.3,1,True,False,11.8,1:1,2800
