,Phase,AUC,F1_C0,F1_C1,MSE,Prec_C0,Prec_C1,Recal_C0,Recal_C1,LemmVsStem,TrValRatio,nGrams,Balanced,Vocabulary,Time,Ratio,nFeats
11,Val Hard,0.83,0.985,0.7609999999999999,0.027000000000000003,0.977,0.887,0.994,0.667,0,0.3,1,True,False,12.0,1:1,2800
0,Tr-RandomForestClassifier,0.754,0.978,0.643,0.041,0.963,0.861,0.994,0.513,1,0.3,1,True,False,17.2,1:1,2800
1,Val-RandomForestClassifier,0.772,0.981,0.669,0.036000000000000004,0.969,0.852,0.993,0.55,1,0.3,1,True,False,17.2,1:1,2800
2,Tr-DecisionTreeClassifier,0.8140000000000001,0.977,0.687,0.042,0.973,0.7340000000000001,0.982,0.6459999999999999,1,0.3,1,True,False,80.7,1:1,2800
3,Val-DecisionTreeClassifier,0.858,0.984,0.76,0.03,0.981,0.7929999999999999,0.987,0.73,1,0.3,1,True,False,80.7,1:1,2800
4,Tr-SGDClassifier,0.725,0.977,0.605,0.043,0.959,0.909,0.996,0.453,1,0.3,1,True,False,6.2,1:1,2800
5,Val-SGDClassifier,0.764,0.981,0.662,0.036000000000000004,0.968,0.871,0.994,0.534,1,0.3,1,True,False,6.2,1:1,2800
6,Tr-GaussianNB,0.813,0.912,0.421,0.153,0.98,0.29,0.853,0.772,1,0.3,1,True,False,8.3,1:1,2800
7,Val-GaussianNB,0.8190000000000001,0.905,0.391,0.16399999999999998,0.983,0.259,0.8390000000000001,0.799,1,0.3,1,True,False,8.3,1:1,2800
8,Tr-AdaBoostClassifier,0.799,0.98,0.696,0.038,0.97,0.812,0.989,0.609,1,0.3,1,True,False,79.4,1:1,2800
9,Val-AdaBoostClassifier,0.769,0.981,0.665,0.036000000000000004,0.969,0.851,0.993,0.545,1,0.3,1,True,False,79.4,1:1,2800
10,Val Soft,0.845,0.986,0.772,0.027000000000000003,0.979,0.863,0.992,0.698,1,0.3,1,True,False,12.5,1:1,2800
11,Val Hard,0.82,0.985,0.7509999999999999,0.028,0.976,0.897,0.995,0.6459999999999999,1,0.3,1,True,False,14.0,1:1,2800
0,Tr-RandomForestClassifier,0.758,0.978,0.645,0.041,0.964,0.841,0.992,0.524,2,0.3,1,True,False,17.4,1:1,2800
1,Val-RandomForestClassifier,0.7959999999999999,0.983,0.711,0.032,0.972,0.8759999999999999,0.994,0.598,2,0.3,1,True,False,17.4,1:1,2800
2,Tr-DecisionTreeClassifier,0.818,0.977,0.691,0.042,0.973,0.733,0.982,0.654,2,0.3,1,True,False,82.2,1:1,2800
3,Val-DecisionTreeClassifier,0.8390000000000001,0.982,0.732,0.033,0.979,0.775,0.986,0.693,2,0.3,1,True,False,82.2,1:1,2800
4,Tr-SGDClassifier,0.725,0.978,0.606,0.042,0.959,0.912,0.997,0.453,2,0.3,1,True,False,6.7,1:1,2800
5,Val-SGDClassifier,0.762,0.981,0.6579999999999999,0.036000000000000004,0.968,0.87,0.994,0.529,2,0.3,1,True,False,6.7,1:1,2800
6,Tr-GaussianNB,0.8109999999999999,0.911,0.419,0.154,0.98,0.28800000000000003,0.852,0.77,2,0.3,1,True,False,8.5,1:1,2800
7,Val-GaussianNB,0.8190000000000001,0.905,0.391,0.16399999999999998,0.983,0.259,0.8390000000000001,0.799,2,0.3,1,True,False,8.5,1:1,2800
8,Tr-AdaBoostClassifier,0.8,0.98,0.698,0.038,0.97,0.815,0.989,0.611,2,0.3,1,True,False,80.3,1:1,2800
9,Val-AdaBoostClassifier,0.77,0.981,0.669,0.035,0.969,0.866,0.994,0.545,2,0.3,1,True,False,80.3,1:1,2800
10,Val Soft,0.856,0.986,0.784,0.026,0.98,0.861,0.992,0.72,2,0.3,1,True,False,12.1,1:1,2800
11,Val Hard,0.826,0.986,0.7609999999999999,0.027000000000000003,0.976,0.905,0.995,0.6559999999999999,2,0.3,1,True,False,12.4,1:1,2800
0,Tr-RandomForestClassifier,0.726,0.977,0.602,0.044,0.959,0.88,0.995,0.458,0,0.3,2,True,False,17.2,1:1,2800
1,Val-RandomForestClassifier,0.7240000000000001,0.978,0.589,0.042,0.963,0.835,0.994,0.455,0,0.3,2,True,False,17.2,1:1,2800
2,Tr-DecisionTreeClassifier,0.818,0.978,0.6970000000000001,0.041,0.973,0.745,0.983,0.654,0,0.3,2,True,False,60.2,1:1,2800
3,Val-DecisionTreeClassifier,0.8109999999999999,0.98,0.6940000000000001,0.037000000000000005,0.975,0.764,0.986,0.635,0,0.3,2,True,False,60.2,1:1,2800
4,Tr-SGDClassifier,0.644,0.973,0.444,0.052000000000000005,0.948,0.946,0.999,0.29,0,0.3,2,True,False,5.7,1:1,2800
5,Val-SGDClassifier,0.731,0.98,0.615,0.038,0.964,0.907,0.997,0.466,0,0.3,2,True,False,5.7,1:1,2800
6,Tr-GaussianNB,0.8059999999999999,0.972,0.6409999999999999,0.052000000000000005,0.972,0.642,0.972,0.64,0,0.3,2,True,False,7.9,1:1,2800
7,Val-GaussianNB,0.863,0.979,0.7120000000000001,0.04,0.982,0.6759999999999999,0.975,0.7509999999999999,0,0.3,2,True,False,7.9,1:1,2800
8,Tr-AdaBoostClassifier,0.7829999999999999,0.979,0.6729999999999999,0.04,0.968,0.81,0.99,0.5760000000000001,0,0.3,2,True,False,74.8,1:1,2800
9,Val-AdaBoostClassifier,0.7879999999999999,0.983,0.698,0.033,0.971,0.873,0.994,0.5820000000000001,0,0.3,2,True,False,74.8,1:1,2800
10,Val Soft,0.82,0.985,0.7440000000000001,0.029,0.976,0.878,0.994,0.6459999999999999,0,0.3,2,True,False,10.4,1:1,2800
11,Val Hard,0.7959999999999999,0.983,0.715,0.031,0.972,0.89,0.995,0.598,0,0.3,2,True,False,10.2,1:1,2800
0,Tr-RandomForestClassifier,0.713,0.975,0.568,0.047,0.958,0.826,0.993,0.433,1,0.3,2,True,False,17.2,1:1,2800
1,Val-RandomForestClassifier,0.7829999999999999,0.982,0.6920000000000001,0.033,0.971,0.878,0.994,0.5710000000000001,1,0.3,2,True,False,17.2,1:1,2800
2,Tr-DecisionTreeClassifier,0.813,0.978,0.691,0.041,0.973,0.746,0.983,0.644,1,0.3,2,True,False,58.6,1:1,2800
3,Val-DecisionTreeClassifier,0.815,0.98,0.6970000000000001,0.037000000000000005,0.975,0.758,0.985,0.6459999999999999,1,0.3,2,True,False,58.6,1:1,2800
4,Tr-SGDClassifier,0.6559999999999999,0.973,0.471,0.051,0.949,0.933,0.998,0.315,1,0.3,2,True,False,5.9,1:1,2800
5,Val-SGDClassifier,0.733,0.98,0.616,0.039,0.964,0.89,0.996,0.471,1,0.3,2,True,False,5.9,1:1,2800
6,Tr-GaussianNB,0.8109999999999999,0.972,0.647,0.051,0.973,0.643,0.972,0.65,1,0.3,2,True,False,7.8,1:1,2800
7,Val-GaussianNB,0.867,0.977,0.7020000000000001,0.042,0.983,0.652,0.971,0.762,1,0.3,2,True,False,7.8,1:1,2800
8,Tr-AdaBoostClassifier,0.797,0.98,0.6990000000000001,0.037000000000000005,0.97,0.831,0.991,0.602,1,0.3,2,True,False,74.7,1:1,2800
9,Val-AdaBoostClassifier,0.769,0.981,0.662,0.037000000000000005,0.969,0.8440000000000001,0.993,0.545,1,0.3,2,True,False,74.7,1:1,2800
10,Val Soft,0.825,0.985,0.7559999999999999,0.028,0.976,0.892,0.994,0.6559999999999999,1,0.3,2,True,False,10.2,1:1,2800
11,Val Hard,0.815,0.985,0.745,0.029,0.975,0.902,0.995,0.635,1,0.3,2,True,False,10.1,1:1,2800
0,Tr-RandomForestClassifier,0.725,0.977,0.599,0.044,0.959,0.8759999999999999,0.995,0.455,2,0.3,2,True,False,17.4,1:1,2800
1,Val-RandomForestClassifier,0.742,0.979,0.618,0.04,0.965,0.83,0.993,0.4920000000000001,2,0.3,2,True,False,17.4,1:1,2800
2,Tr-DecisionTreeClassifier,0.805,0.977,0.682,0.042,0.971,0.746,0.983,0.627,2,0.3,2,True,False,58.3,1:1,2800
3,Val-DecisionTreeClassifier,0.8370000000000001,0.982,0.73,0.033,0.978,0.778,0.986,0.688,2,0.3,2,True,False,58.3,1:1,2800
4,Tr-SGDClassifier,0.6579999999999999,0.973,0.473,0.051,0.95,0.933,0.998,0.317,2,0.3,2,True,False,5.9,1:1,2800
5,Val-SGDClassifier,0.733,0.98,0.616,0.039,0.964,0.89,0.996,0.471,2,0.3,2,True,False,5.9,1:1,2800
6,Tr-GaussianNB,0.812,0.972,0.647,0.051,0.973,0.642,0.972,0.652,2,0.3,2,True,False,7.0,1:1,2800
7,Val-GaussianNB,0.8690000000000001,0.977,0.7040000000000001,0.042,0.983,0.65,0.971,0.767,2,0.3,2,True,False,7.0,1:1,2800
8,Tr-AdaBoostClassifier,0.7909999999999999,0.979,0.688,0.039,0.969,0.8220000000000001,0.99,0.5920000000000001,2,0.3,2,True,False,75.5,1:1,2800
9,Val-AdaBoostClassifier,0.769,0.981,0.662,0.037000000000000005,0.969,0.8440000000000001,0.993,0.545,2,0.3,2,True,False,75.5,1:1,2800
10,Val Soft,0.835,0.985,0.76,0.028,0.978,0.865,0.993,0.677,2,0.3,2,True,False,10.3,1:1,2800
11,Val Hard,0.8009999999999999,0.984,0.721,0.031,0.973,0.885,0.994,0.608,2,0.3,2,True,False,10.2,1:1,2800
0,Tr-RandomForestClassifier,0.6859999999999999,0.975,0.528,0.048,0.954,0.8959999999999999,0.997,0.375,0,0.3,3,True,False,15.1,1:1,2800
1,Val-RandomForestClassifier,0.6559999999999999,0.974,0.453,0.05,0.954,0.789,0.994,0.317,0,0.3,3,True,False,15.1,1:1,2800
2,Tr-DecisionTreeClassifier,0.785,0.978,0.6709999999999999,0.041,0.968,0.792,0.988,0.5820000000000001,0,0.3,3,True,False,26.5,1:1,2800
3,Val-DecisionTreeClassifier,0.774,0.978,0.642,0.041,0.97,0.752,0.987,0.561,0,0.3,3,True,False,26.5,1:1,2800
4,Tr-SGDClassifier,0.596,0.969,0.321,0.059,0.941,0.969,1.0,0.193,0,0.3,3,True,False,5.9,1:1,2800
5,Val-SGDClassifier,0.7120000000000001,0.978,0.5770000000000001,0.041,0.961,0.88,0.996,0.429,0,0.3,3,True,False,5.9,1:1,2800
6,Tr-GaussianNB,0.825,0.981,0.7290000000000001,0.035,0.974,0.81,0.988,0.6629999999999999,0,0.3,3,True,False,6.9,1:1,2800
7,Val-GaussianNB,0.825,0.978,0.6809999999999999,0.041,0.977,0.69,0.979,0.672,0,0.3,3,True,False,6.9,1:1,2800
8,Tr-AdaBoostClassifier,0.79,0.98,0.688,0.038,0.969,0.826,0.99,0.59,0,0.3,3,True,False,73.7,1:1,2800
9,Val-AdaBoostClassifier,0.785,0.982,0.6940000000000001,0.033,0.971,0.872,0.994,0.5770000000000001,0,0.3,3,True,False,73.7,1:1,2800
10,Val Soft,0.773,0.982,0.6779999999999999,0.034,0.969,0.8809999999999999,0.995,0.55,0,0.3,3,True,False,8.2,1:1,2800
11,Val Hard,0.762,0.981,0.662,0.035,0.968,0.885,0.995,0.529,0,0.3,3,True,False,8.2,1:1,2800
0,Tr-RandomForestClassifier,0.684,0.974,0.522,0.049,0.953,0.8740000000000001,0.996,0.373,1,0.3,3,True,False,14.7,1:1,2800
1,Val-RandomForestClassifier,0.7440000000000001,0.98,0.631,0.038,0.965,0.877,0.995,0.4920000000000001,1,0.3,3,True,False,14.7,1:1,2800
2,Tr-DecisionTreeClassifier,0.773,0.977,0.6509999999999999,0.043,0.967,0.778,0.988,0.5589999999999999,1,0.3,3,True,False,25.0,1:1,2800
3,Val-DecisionTreeClassifier,0.794,0.981,0.6890000000000001,0.035,0.972,0.813,0.99,0.598,1,0.3,3,True,False,25.0,1:1,2800
4,Tr-SGDClassifier,0.611,0.97,0.362,0.057,0.943,0.956,0.999,0.224,1,0.3,3,True,False,5.8,1:1,2800
5,Val-SGDClassifier,0.715,0.979,0.584,0.041,0.962,0.8909999999999999,0.996,0.434,1,0.3,3,True,False,5.8,1:1,2800
6,Tr-GaussianNB,0.8240000000000001,0.981,0.725,0.036000000000000004,0.974,0.804,0.987,0.66,1,0.3,3,True,False,7.0,1:1,2800
7,Val-GaussianNB,0.8170000000000001,0.977,0.667,0.043,0.976,0.6779999999999999,0.978,0.6559999999999999,1,0.3,3,True,False,7.0,1:1,2800
8,Tr-AdaBoostClassifier,0.789,0.98,0.69,0.038,0.969,0.84,0.991,0.586,1,0.3,3,True,False,73.5,1:1,2800
9,Val-AdaBoostClassifier,0.7879999999999999,0.983,0.698,0.033,0.971,0.873,0.994,0.5820000000000001,1,0.3,3,True,False,73.5,1:1,2800
10,Val Soft,0.794,0.983,0.711,0.032,0.972,0.889,0.995,0.593,1,0.3,3,True,False,8.2,1:1,2800
11,Val Hard,0.7859999999999999,0.983,0.708,0.031,0.971,0.916,0.996,0.5770000000000001,1,0.3,3,True,False,8.1,1:1,2800
0,Tr-RandomForestClassifier,0.6920000000000001,0.975,0.539,0.048,0.955,0.8740000000000001,0.996,0.389,2,0.3,3,True,False,15.2,1:1,2800
1,Val-RandomForestClassifier,0.6859999999999999,0.977,0.528,0.044,0.958,0.888,0.997,0.376,2,0.3,3,True,False,15.2,1:1,2800
2,Tr-DecisionTreeClassifier,0.777,0.977,0.6579999999999999,0.042,0.967,0.787,0.988,0.565,2,0.3,3,True,False,25.1,1:1,2800
3,Val-DecisionTreeClassifier,0.815,0.982,0.716,0.033,0.975,0.812,0.99,0.64,2,0.3,3,True,False,25.1,1:1,2800
4,Tr-SGDClassifier,0.611,0.97,0.362,0.057,0.943,0.956,0.999,0.224,2,0.3,3,True,False,5.9,1:1,2800
5,Val-SGDClassifier,0.715,0.979,0.584,0.041,0.962,0.8909999999999999,0.996,0.434,2,0.3,3,True,False,5.9,1:1,2800
6,Tr-GaussianNB,0.8240000000000001,0.981,0.725,0.036000000000000004,0.974,0.804,0.987,0.66,2,0.3,3,True,False,6.9,1:1,2800
7,Val-GaussianNB,0.8140000000000001,0.977,0.6629999999999999,0.043,0.975,0.6759999999999999,0.978,0.6509999999999999,2,0.3,3,True,False,6.9,1:1,2800
8,Tr-AdaBoostClassifier,0.7879999999999999,0.98,0.691,0.038,0.968,0.847,0.992,0.584,2,0.3,3,True,False,73.4,1:1,2800
9,Val-AdaBoostClassifier,0.7879999999999999,0.983,0.698,0.033,0.971,0.873,0.994,0.5820000000000001,2,0.3,3,True,False,73.4,1:1,2800
10,Val Soft,0.799,0.984,0.7190000000000001,0.031,0.973,0.8909999999999999,0.995,0.603,2,0.3,3,True,False,8.3,1:1,2800
11,Val Hard,0.789,0.984,0.7120000000000001,0.031,0.971,0.917,0.996,0.5820000000000001,2,0.3,3,True,False,8.2,1:1,2800
0,Tr-RandomForestClassifier,0.7509999999999999,0.978,0.636,0.042,0.963,0.848,0.993,0.509,0,0.3,1,True,False,18.1,1:1,2950
1,Val-RandomForestClassifier,0.778,0.98,0.6579999999999999,0.039,0.97,0.787,0.989,0.5660000000000001,0,0.3,1,True,False,18.1,1:1,2950
2,Tr-DecisionTreeClassifier,0.8320000000000001,0.979,0.716,0.039,0.975,0.755,0.983,0.6809999999999999,0,0.3,1,True,False,89.5,1:1,2950
3,Val-DecisionTreeClassifier,0.852,0.982,0.7390000000000001,0.033,0.98,0.76,0.984,0.72,0,0.3,1,True,False,89.5,1:1,2950
4,Tr-SGDClassifier,0.722,0.977,0.6,0.043,0.959,0.911,0.997,0.447,0,0.3,1,True,False,6.2,1:1,2950
5,Val-SGDClassifier,0.764,0.981,0.66,0.036000000000000004,0.968,0.863,0.994,0.534,0,0.3,1,True,False,6.2,1:1,2950
6,Tr-GaussianNB,0.815,0.922,0.444,0.13699999999999998,0.979,0.314,0.871,0.76,0,0.3,1,True,False,7.5,1:1,2950
7,Val-GaussianNB,0.83,0.921,0.43,0.138,0.984,0.295,0.867,0.794,0,0.3,1,True,False,7.5,1:1,2950
8,Tr-AdaBoostClassifier,0.7809999999999999,0.979,0.674,0.04,0.968,0.821,0.99,0.5710000000000001,0,0.3,1,True,False,79.0,1:1,2950
9,Val-AdaBoostClassifier,0.7709999999999999,0.981,0.662,0.037000000000000005,0.969,0.8320000000000001,0.992,0.55,0,0.3,1,True,False,79.0,1:1,2950
10,Val Soft,0.866,0.986,0.7909999999999999,0.026,0.982,0.848,0.991,0.741,0,0.3,1,True,False,12.4,1:1,2950
11,Val Hard,0.8190000000000001,0.984,0.742,0.03,0.976,0.871,0.993,0.6459999999999999,0,0.3,1,True,False,12.4,1:1,2950
0,Tr-RandomForestClassifier,0.773,0.98,0.675,0.038,0.966,0.867,0.993,0.5529999999999999,1,0.3,1,True,False,17.8,1:1,2950
1,Val-RandomForestClassifier,0.767,0.981,0.667,0.035,0.968,0.872,0.994,0.54,1,0.3,1,True,False,17.8,1:1,2950
2,Tr-DecisionTreeClassifier,0.8220000000000001,0.978,0.696,0.042,0.974,0.7340000000000001,0.981,0.6629999999999999,1,0.3,1,True,False,84.9,1:1,2950
3,Val-DecisionTreeClassifier,0.8370000000000001,0.982,0.726,0.034,0.978,0.769,0.985,0.688,1,0.3,1,True,False,84.9,1:1,2950
4,Tr-SGDClassifier,0.7240000000000001,0.977,0.603,0.043,0.959,0.908,0.996,0.451,1,0.3,1,True,False,6.3,1:1,2950
5,Val-SGDClassifier,0.764,0.981,0.662,0.036000000000000004,0.968,0.871,0.994,0.534,1,0.3,1,True,False,6.3,1:1,2950
6,Tr-GaussianNB,0.8109999999999999,0.912,0.419,0.154,0.98,0.28800000000000003,0.852,0.77,1,0.3,1,True,False,8.4,1:1,2950
7,Val-GaussianNB,0.8170000000000001,0.906,0.39,0.163,0.983,0.259,0.84,0.794,1,0.3,1,True,False,8.4,1:1,2950
8,Tr-AdaBoostClassifier,0.799,0.98,0.696,0.038,0.97,0.812,0.989,0.609,1,0.3,1,True,False,79.2,1:1,2950
9,Val-AdaBoostClassifier,0.769,0.981,0.665,0.036000000000000004,0.969,0.851,0.993,0.545,1,0.3,1,True,False,79.2,1:1,2950
10,Val Soft,0.835,0.985,0.755,0.029,0.978,0.853,0.992,0.677,1,0.3,1,True,False,12.5,1:1,2950
11,Val Hard,0.812,0.984,0.732,0.03,0.974,0.875,0.994,0.63,1,0.3,1,True,False,12.5,1:1,2950
0,Tr-RandomForestClassifier,0.785,0.98,0.6920000000000001,0.037000000000000005,0.968,0.8640000000000001,0.993,0.578,2,0.3,1,True,False,17.8,1:1,2950
1,Val-RandomForestClassifier,0.799,0.984,0.7190000000000001,0.031,0.973,0.8909999999999999,0.995,0.603,2,0.3,1,True,False,17.8,1:1,2950
2,Tr-DecisionTreeClassifier,0.8190000000000001,0.978,0.698,0.041,0.973,0.747,0.983,0.654,2,0.3,1,True,False,84.4,1:1,2950
3,Val-DecisionTreeClassifier,0.825,0.982,0.72,0.034,0.976,0.7909999999999999,0.988,0.6609999999999999,2,0.3,1,True,False,84.4,1:1,2950
4,Tr-SGDClassifier,0.725,0.978,0.606,0.042,0.959,0.912,0.997,0.453,2,0.3,1,True,False,6.2,1:1,2950
5,Val-SGDClassifier,0.762,0.981,0.6579999999999999,0.036000000000000004,0.968,0.87,0.994,0.529,2,0.3,1,True,False,6.2,1:1,2950
6,Tr-GaussianNB,0.8109999999999999,0.911,0.419,0.154,0.979,0.287,0.852,0.77,2,0.3,1,True,False,8.2,1:1,2950
7,Val-GaussianNB,0.8170000000000001,0.906,0.39,0.163,0.983,0.259,0.84,0.794,2,0.3,1,True,False,8.2,1:1,2950
8,Tr-AdaBoostClassifier,0.8,0.98,0.698,0.038,0.97,0.815,0.989,0.611,2,0.3,1,True,False,79.4,1:1,2950
9,Val-AdaBoostClassifier,0.77,0.981,0.669,0.035,0.969,0.866,0.994,0.545,2,0.3,1,True,False,79.4,1:1,2950
10,Val Soft,0.843,0.986,0.777,0.026,0.979,0.885,0.994,0.693,2,0.3,1,True,False,12.5,1:1,2950
11,Val Hard,0.826,0.986,0.7609999999999999,0.027000000000000003,0.976,0.905,0.995,0.6559999999999999,2,0.3,1,True,False,12.4,1:1,2950
0,Tr-RandomForestClassifier,0.7190000000000001,0.976,0.589,0.045,0.958,0.877,0.995,0.443,0,0.3,2,True,False,18.3,1:1,2950
1,Val-RandomForestClassifier,0.727,0.979,0.598,0.041,0.963,0.853,0.994,0.46,0,0.3,2,True,False,18.3,1:1,2950
2,Tr-DecisionTreeClassifier,0.802,0.976,0.67,0.044,0.971,0.725,0.982,0.623,0,0.3,2,True,False,65.4,1:1,2950
3,Val-DecisionTreeClassifier,0.82,0.98,0.6990000000000001,0.037000000000000005,0.976,0.747,0.984,0.6559999999999999,0,0.3,2,True,False,65.4,1:1,2950
4,Tr-SGDClassifier,0.644,0.973,0.444,0.052000000000000005,0.948,0.952,0.999,0.29,0,0.3,2,True,False,6.3,1:1,2950
5,Val-SGDClassifier,0.731,0.98,0.615,0.038,0.964,0.907,0.997,0.466,0,0.3,2,True,False,6.3,1:1,2950
6,Tr-GaussianNB,0.809,0.971,0.633,0.054000000000000006,0.973,0.617,0.969,0.65,0,0.3,2,True,False,7.3,1:1,2950
7,Val-GaussianNB,0.872,0.977,0.7070000000000001,0.042,0.984,0.652,0.971,0.772,0,0.3,2,True,False,7.3,1:1,2950
8,Tr-AdaBoostClassifier,0.784,0.979,0.675,0.04,0.968,0.8109999999999999,0.99,0.578,0,0.3,2,True,False,78.9,1:1,2950
9,Val-AdaBoostClassifier,0.7879999999999999,0.983,0.698,0.033,0.971,0.873,0.994,0.5820000000000001,0,0.3,2,True,False,78.9,1:1,2950
10,Val Soft,0.8190000000000001,0.984,0.7390000000000001,0.03,0.975,0.865,0.993,0.6459999999999999,0,0.3,2,True,False,12.2,1:1,2950
11,Val Hard,0.802,0.984,0.726,0.03,0.973,0.898,0.995,0.608,0,0.3,2,True,False,10.9,1:1,2950
0,Tr-RandomForestClassifier,0.731,0.977,0.608,0.044,0.96,0.866,0.994,0.468,1,0.3,2,True,False,19.3,1:1,2950
1,Val-RandomForestClassifier,0.738,0.979,0.615,0.04,0.965,0.85,0.994,0.481,1,0.3,2,True,False,19.3,1:1,2950
2,Tr-DecisionTreeClassifier,0.812,0.978,0.6890000000000001,0.042,0.973,0.743,0.983,0.642,1,0.3,2,True,False,63.4,1:1,2950
3,Val-DecisionTreeClassifier,0.828,0.981,0.711,0.036000000000000004,0.977,0.7559999999999999,0.985,0.672,1,0.3,2,True,False,63.4,1:1,2950
4,Tr-SGDClassifier,0.6559999999999999,0.973,0.471,0.051,0.949,0.933,0.998,0.315,1,0.3,2,True,False,7.9,1:1,2950
5,Val-SGDClassifier,0.733,0.98,0.616,0.039,0.964,0.89,0.996,0.471,1,0.3,2,True,False,7.9,1:1,2950
6,Tr-GaussianNB,0.825,0.97,0.6409999999999999,0.055,0.975,0.603,0.965,0.685,1,0.3,2,True,False,9.8,1:1,2950
7,Val-GaussianNB,0.873,0.976,0.6970000000000001,0.045,0.984,0.631,0.968,0.778,1,0.3,2,True,False,9.8,1:1,2950
8,Tr-AdaBoostClassifier,0.794,0.98,0.696,0.038,0.969,0.83,0.991,0.598,1,0.3,2,True,False,84.8,1:1,2950
9,Val-AdaBoostClassifier,0.772,0.981,0.667,0.036000000000000004,0.969,0.846,0.993,0.55,1,0.3,2,True,False,84.8,1:1,2950
10,Val Soft,0.838,0.985,0.7659999999999999,0.027000000000000003,0.978,0.872,0.993,0.6829999999999999,1,0.3,2,True,False,11.8,1:1,2950
11,Val Hard,0.7909999999999999,0.983,0.705,0.032,0.972,0.8809999999999999,0.994,0.5870000000000001,1,0.3,2,True,False,12.5,1:1,2950
0,Tr-RandomForestClassifier,0.721,0.976,0.59,0.045,0.959,0.867,0.995,0.447,2,0.3,2,True,False,18.5,1:1,2950
1,Val-RandomForestClassifier,0.745,0.979,0.623,0.04,0.966,0.8320000000000001,0.993,0.4970000000000001,2,0.3,2,True,False,18.5,1:1,2950
2,Tr-DecisionTreeClassifier,0.818,0.978,0.698,0.041,0.973,0.752,0.983,0.652,2,0.3,2,True,False,63.7,1:1,2950
3,Val-DecisionTreeClassifier,0.826,0.981,0.716,0.035,0.977,0.773,0.986,0.667,2,0.3,2,True,False,63.7,1:1,2950
4,Tr-SGDClassifier,0.6579999999999999,0.973,0.473,0.051,0.95,0.933,0.998,0.317,2,0.3,2,True,False,6.2,1:1,2950
5,Val-SGDClassifier,0.733,0.98,0.616,0.039,0.964,0.89,0.996,0.471,2,0.3,2,True,False,6.2,1:1,2950
6,Tr-GaussianNB,0.825,0.97,0.64,0.055,0.975,0.601,0.965,0.685,2,0.3,2,True,False,7.6,1:1,2950
7,Val-GaussianNB,0.873,0.976,0.695,0.045,0.984,0.628,0.968,0.778,2,0.3,2,True,False,7.6,1:1,2950
8,Tr-AdaBoostClassifier,0.7929999999999999,0.979,0.688,0.039,0.969,0.8140000000000001,0.989,0.596,2,0.3,2,True,False,78.8,1:1,2950
9,Val-AdaBoostClassifier,0.769,0.981,0.662,0.037000000000000005,0.969,0.8440000000000001,0.993,0.545,2,0.3,2,True,False,78.8,1:1,2950
10,Val Soft,0.835,0.985,0.757,0.029,0.978,0.8590000000000001,0.992,0.677,2,0.3,2,True,False,10.9,1:1,2950
11,Val Hard,0.7979999999999999,0.983,0.7120000000000001,0.032,0.973,0.87,0.994,0.603,2,0.3,2,True,False,11.2,1:1,2950
0,Tr-RandomForestClassifier,0.672,0.974,0.499,0.05,0.952,0.884,0.996,0.348,0,0.3,3,True,False,16.1,1:1,2950
1,Val-RandomForestClassifier,0.6940000000000001,0.977,0.5379999999999999,0.044,0.959,0.86,0.996,0.392,0,0.3,3,True,False,16.1,1:1,2950
2,Tr-DecisionTreeClassifier,0.8,0.979,0.6940000000000001,0.039,0.97,0.804,0.988,0.611,0,0.3,3,True,False,28.1,1:1,2950
3,Val-DecisionTreeClassifier,0.789,0.978,0.657,0.041,0.972,0.737,0.985,0.593,0,0.3,3,True,False,28.1,1:1,2950
4,Tr-SGDClassifier,0.597,0.969,0.324,0.058,0.941,0.969,1.0,0.195,0,0.3,3,True,False,6.0,1:1,2950
5,Val-SGDClassifier,0.72,0.979,0.5920000000000001,0.04,0.962,0.884,0.996,0.444,0,0.3,3,True,False,6.0,1:1,2950
6,Tr-GaussianNB,0.8190000000000001,0.979,0.71,0.038,0.973,0.78,0.986,0.652,0,0.3,3,True,False,7.3,1:1,2950
7,Val-GaussianNB,0.823,0.978,0.679,0.041,0.977,0.6920000000000001,0.979,0.667,0,0.3,3,True,False,7.3,1:1,2950
8,Tr-AdaBoostClassifier,0.787,0.979,0.682,0.039,0.968,0.82,0.99,0.584,0,0.3,3,True,False,76.2,1:1,2950
9,Val-AdaBoostClassifier,0.782,0.982,0.684,0.035,0.971,0.85,0.993,0.5710000000000001,0,0.3,3,True,False,76.2,1:1,2950
10,Val Soft,0.7859999999999999,0.983,0.701,0.032,0.971,0.893,0.995,0.5770000000000001,0,0.3,3,True,False,8.6,1:1,2950
11,Val Hard,0.787,0.984,0.71,0.031,0.971,0.924,0.997,0.5770000000000001,0,0.3,3,True,False,8.5,1:1,2950
0,Tr-RandomForestClassifier,0.682,0.974,0.52,0.049,0.953,0.8809999999999999,0.996,0.369,1,0.3,3,True,False,15.2,1:1,2950
1,Val-RandomForestClassifier,0.667,0.975,0.483,0.048,0.955,0.8420000000000001,0.996,0.339,1,0.3,3,True,False,15.2,1:1,2950
2,Tr-DecisionTreeClassifier,0.7829999999999999,0.977,0.66,0.043,0.968,0.767,0.986,0.58,1,0.3,3,True,False,28.7,1:1,2950
3,Val-DecisionTreeClassifier,0.8,0.979,0.6759999999999999,0.039,0.973,0.753,0.986,0.614,1,0.3,3,True,False,28.7,1:1,2950
4,Tr-SGDClassifier,0.61,0.97,0.36,0.057,0.943,0.964,0.999,0.222,1,0.3,3,True,False,6.2,1:1,2950
